code,raison_sociale,type_personne,statut,forme_juridique,pays,ville,assujetti_tva,domicilie_sms,capital_social,valeur_nominale,nombre_part,created_at
CL178989995234597,Map EXNEX NBSP AUTO-20250814-161517,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.562590+00:00
CL178989995234598,Map EX AUTO-20250814-161517,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.578464+00:00
CL178989995234599,Bool Num AUTO-20250814-161517,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:01.593566+00:00
CL178989995234600,AUTO-20250814-161517-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:01.608082+00:00
CL178989995234601,PP Long AUTO-20250814-162059,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:01.623092+00:00
CL178989995234602,PM Long AUTO-20250814-162059,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.639444+00:00
CL178989995234603,AS Long AUTO-20250814-162059,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.654964+00:00
CL178989995234604,Map NC AUTO-20250814-162059,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.669832+00:00
CL178989995234605,Map EXNEX NBSP AUTO-20250814-162059,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.685138+00:00
CL178989995234606,Map EX AUTO-20250814-162059,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.699651+00:00
CL178989995234607,Bool Num AUTO-20250814-162059,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:01.714414+00:00
CL178989995234608,AUTO-20250814-162059-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:01.729931+00:00
CL178989995234609,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:01.744395+00:00
CL178989995234610,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.761244+00:00
CL178989995234611,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.777303+00:00
CL178989995234612,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.797064+00:00
CL178989995234613,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.812329+00:00
CL178989995234614,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.827331+00:00
CL178989995234615,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:01.844338+00:00
CL178989995234616,PP Long AUTO-20250814-162448,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:01.859068+00:00
CL178989995234617,PM Long AUTO-20250814-162448,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.873690+00:00
CL178989995234618,AS Long AUTO-20250814-162448,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.888611+00:00
CL178989995234619,Map NC AUTO-20250814-162448,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.904386+00:00
CL178989995234620,Map EXNEX NBSP AUTO-20250814-162448,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.920394+00:00
CL178989995234621,Map EX AUTO-20250814-162448,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:01.935404+00:00
CL178989995234622,Bool Num AUTO-20250814-162448,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:01.949919+00:00
CL178989995234623,AUTO-20250814-162448-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:01.965205+00:00
CL178989995234624,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:01.983558+00:00
CL178989995234625,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.000321+00:00
CL178989995234626,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.015483+00:00
CL178989995234627,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.030663+00:00
CL178989995234628,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.044668+00:00
CL178989995234629,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.058185+00:00
CL178989995234630,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:02.072787+00:00
CL178989995234631,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:02.083796+00:00
CL178989995234632,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:02.098279+00:00
CL178989995234633,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:02.111805+00:00
CL178989995234634,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:02.124807+00:00
CL178989995234635,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:02.136127+00:00
CL178989995234636,PP Long TSEED_1755182933_9802,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.149644+00:00
CL178989995234637,PM Long TSEED_1755182933_9802,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.162184+00:00
CL178989995234638,AS Long TSEED_1755182933_9802,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.176048+00:00
CL178989995234639,Map NC TSEED_1755182933_9802,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.190052+00:00
CL178989995234640,Map EXNEX TSEED_1755182933_9802,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.202564+00:00
CL178989995234641,Map EX TSEED_1755182933_9802,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.213566+00:00
CL178989995234642,AUTO TSEED_1755182933_9802,PM,EXERCANTE,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:02.225144+00:00
CL178989995234643,CSVSEED_1755182934_8359 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.236150+00:00
CL178989995234644,CSVSEED_1755182934_8359 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.248150+00:00
CL178989995234645,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:02.262196+00:00
CL178989995234646,PP Long TSEED_1755183704_7254,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.275194+00:00
CL178989995234647,PM Long TSEED_1755183704_7254,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.288198+00:00
CL178989995234648,AS Long TSEED_1755183704_7254,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.301926+00:00
CL178989995234649,Map NC TSEED_1755183704_7254,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.316596+00:00
CL178989995234650,Map EXNEX TSEED_1755183704_7254,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.332107+00:00
CL178989995234651,Map EX TSEED_1755183704_7254,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:02.346114+00:00
CL178989995234652,AUTO TSEED_1755183704_7254,PM,EXERCANTE,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:02.358518+00:00
CL178989995234653,CSVSEED_1755183704_6993 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.371517+00:00
CL178989995234654,CSVSEED_1755183704_6993 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.384524+00:00
CL178989995234655,CSVSEED_1755183704_6993 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.396525+00:00
CL178989995234656,CSVSEED_1755183704_6993 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.408854+00:00
CL178989995234657,CSVSEED_1755183704_6993 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.420851+00:00
CL178989995234658,CSVSEED_1755183704_6993 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.432855+00:00
CL178989995234659,CSVSEED_1755183704_6993 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.446259+00:00
CL178989995234660,CSVSEED_1755183704_6993 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:02.458773+00:00
CL178989995234661,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:02.471782+00:00
CL178989995234662,Bad,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 22:40:20.253996+00:00
CL178989995234663,BAD,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 22:40:20.263997+00:00
CL178989995234664,Beta Group,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:22.597856+00:00
CL178989995234665,LED DISPLAY SOLUTIONS,PM,NOUVELLE CREATION,SARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.610270+00:00
CL178989995234666,AJIEL EDITION ET DISTRIBUTION,PM,NOUVELLE CREATION,SARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.622426+00:00
CL178989995234667,fdsf,AS,EXERCANTE,SUARL,TN,,1,0,0.000,50.000,0,2025-08-14 22:40:22.632714+00:00
CL178989995234668,Client Demo,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.645638+00:00
CL178989995234669,4568,PM,EXERCANTE,SA,TN,Sfax,0,1,60.100,600.000,5,2025-08-14 22:40:22.657183+00:00
CL178989995234670,dsadsaderr,PP,EXERCANTE,PP,TN,Ariana,1,0,0.000,0.000,0,2025-08-14 22:40:22.666480+00:00
CL178989995234671,Client Demo 2,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.677003+00:00
CL178989995234672,Client Demo 2,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.687152+00:00
CL178989995234673,6547,PM,EXERCANTE,SUARL,TN,dsa,1,0,0.000,0.000,55,2025-08-14 22:40:22.696149+00:00
CL178989995234674,Client Demo 3,PM,NOUVELLE CREATION,SARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.706421+00:00
CL178989995234675,csacsacsac,PM,NOUVELLE CREATION,SUARL,TN,csac,1,0,0.000,0.000,0,2025-08-14 22:40:22.715420+00:00
CL178989995234676,cascsa,PP,NOUVELLE CREATION,SUARL,SR,csacs,1,0,231321312.000,0.000,0,2025-08-14 22:40:22.724418+00:00
CL178989995234677,Client Assoc,AS,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.733430+00:00
CL178989995234678,Client UI Test,AS,NOUVELLE CREATION,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.742428+00:00
CL178989995234679,Client Codes Test,PM,EXERCANTE,ASSOCIATION,TN,,1,1,0.000,0.000,0,2025-08-14 22:40:22.751951+00:00
CL178989995234680,Client UI Test,AS,NOUVELLE CREATION,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.761950+00:00
CL178989995234681,Client Demo,PM,NOUVELLE CREATION,SUARL,FR,Paris,0,1,0.000,0.000,0,2025-08-14 22:40:22.771675+00:00
CL178989995234682,Bad,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.780606+00:00
CL178989995234683,TEST PP,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.791715+00:00
CL178989995234684,TEST PM,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.801231+00:00
CL178989995234685,TEST AS,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.810907+00:00
CL178989995234686,TEST NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.820023+00:00
CL178989995234687,TEST EXNEX,PM,EXERCANTE,SARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.829113+00:00
CL178989995234688,TEST EX,PM,EXERCANTE,SA,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.839117+00:00
CL178989995234689,TEST BOOLS,PM,NOUVELLE CREATION,SUARL,FR,,0,1,1000.500,10.000,100,2025-08-14 22:40:22.848219+00:00
CL178989995234690,AUTO CODE,PM,EXERCANTE,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:22.856892+00:00
CL178989995234691,BAD,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.865893+00:00
CL178989995234692,gfd,PP,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.873896+00:00
CL178989995234693,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.882978+00:00
CL178989995234694,Map NE,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.893036+00:00
CL178989995234695,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.901548+00:00
CL178989995234696,Map NE,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.911276+00:00
CL178989995234697,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.920272+00:00
CL178989995234698,Map NE,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.929272+00:00
CL178989995234699,23,PP,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.940883+00:00
CL178989995234700,vb vv,PP,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.951392+00:00
CL178989995234701,op[iu,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.963395+00:00
CL178989995234702,TEST PP 1755046229-830,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.974394+00:00
CL178989995234703,TEST PM 1755046229-772,PM,NOUVELLE CREATION,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:22.987399+00:00
CL178989995234704,TEST AS 1755046229-696,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:22.997400+00:00
CL178989995234705,TEST NC 1755046229-156,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.008808+00:00
CL178989995234706,TEST EXNEX 1755046229-154,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.024810+00:00
CL178989995234707,TEST EX 1755046229-673,PM,EXERCANTE,SA,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.034817+00:00
CL178989995234708,TEST BOOLS 1755046229-911,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,17,2025-08-14 22:40:23.046332+00:00
CL178989995234709,AUTO CODE 1755046229-861,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.059360+00:00
CL178989995234710,PP Long,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.071360+00:00
CL178989995234711,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.084367+00:00
CL178989995234712,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.096370+00:00
CL178989995234713,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.109266+00:00
CL178989995234714,Map EXNEX,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.122266+00:00
CL178989995234715,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.134273+00:00
CL178989995234716,Bool/Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,12,2025-08-14 22:40:23.146273+00:00
CL178989995234717,Auto Code,PM,NOUVELLE CREATION,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:23.159440+00:00
CL178989995234718,ds,PP,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.169956+00:00
CL178989995234719,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:23.181957+00:00
CL178989995234720,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.193965+00:00
CL178989995234721,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.206103+00:00
CL178989995234722,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.218609+00:00
CL178989995234723,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.230611+00:00
CL178989995234724,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.242616+00:00
CL178989995234725,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:23.255232+00:00
CL178989995234726,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:23.267233+00:00
CL178989995234727,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.280233+00:00
CL178989995234728,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.290241+00:00
CL178989995234729,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.302268+00:00
CL178989995234730,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.314993+00:00
CL178989995234731,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.328244+00:00
CL178989995234732,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:23.340249+00:00
CL178989995234733,ijkl;iojpl,PP,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.353003+00:00
CL178989995234734,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:23.365059+00:00
CL178989995234735,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.376056+00:00
CL178989995234736,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.387066+00:00
CL178989995234737,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.398068+00:00
CL178989995234738,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.414957+00:00
CL178989995234739,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.432959+00:00
CL178989995234740,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:23.449997+00:00
CL178989995234741,ggfgf,PP,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.466004+00:00
CL178989995234742,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:23.476003+00:00
CL178989995234743,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.488006+00:00
CL178989995234744,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.498514+00:00
CL178989995234745,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.509521+00:00
CL178989995234746,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.522377+00:00
CL178989995234747,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.533383+00:00
CL178989995234748,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:23.542383+00:00
CL178989995234749,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.554859+00:00
CL178989995234750,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.567124+00:00
CL178989995234751,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.577124+00:00
CL178989995234752,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.588132+00:00
CL178989995234753,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.599185+00:00
CL178989995234754,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:23.608859+00:00
CL178989995234755,PP Long,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.619860+00:00
CL178989995234756,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.630860+00:00
CL178989995234757,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.643864+00:00
CL178989995234758,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.654769+00:00
CL178989995234759,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.664315+00:00
CL178989995234760,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.675314+00:00
CL178989995234761,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.685324+00:00
CL178989995234762,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.696322+00:00
CL178989995234763,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.708093+00:00
CL178989995234764,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:23.718091+00:00
CL178989995234765,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:23.729092+00:00
CL178989995234766,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.740097+00:00
CL178989995234767,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.749619+00:00
CL178989995234768,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.759616+00:00
CL178989995234769,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.768621+00:00
CL178989995234770,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.779622+00:00
CL178989995234771,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:23.790626+00:00
CL178989995234772,Auto A,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.801133+00:00
CL178989995234773,Auto B,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.811001+00:00
CL178989995234774,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:23.819101+00:00
CL178989995234775,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.829998+00:00
CL178989995234776,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.838105+00:00
CL178989995234777,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.849505+00:00
CL178989995234778,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.859617+00:00
CL178989995234779,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:23.870619+00:00
CL178989995234780,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:23.882243+00:00
CL178989995234781,fdsf,AS,EXERCANTE,SUARL,TN,,1,0,0.000,50.000,0,2025-08-14 22:40:23.893249+00:00
